rank,name,position,pos_rank,team,age,proj_points,proj_ppg,vorp,value,injury_status,games_total,seasons,key,adp,market,source,status,out,has_market,edge,thin,low_conf,model_value,model_only,expert_rank,expert_adp_rank,expert_tilt,expert_move
502,Foster Moreau,TE,98,NO,29.0,59.1,3.94,-54.5,1,,36,3,foster moreau,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
503,Jalen Brooks,WR,203,ARI,26.0,59.1,3.94,-77.7,1,,20,3,jalen brooks,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
504,Raheem Mostert,RB,132,LV,33.0,59.2,4.08,-76.1,1,Questionable,40,3,raheem mostert,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
505,Scott Miller,WR,204,PIT,,59.2,3.95,-77.6,1,,22,3,scott miller,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
506,Ke'Shawn Williams,WR,205,CIN,24.0,59.4,3.96,-77.4,1,,11,1,keshawn williams,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
507,Teagan Quitoriano,TE,99,ATL,26.0,59.4,3.96,-54.2,1,,5,2,teagan quitoriano,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
508,Anthony Firkser,TE,100,DET,,59.7,3.98,-53.9,1,,6,2,anthony firkser,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
509,Gage Larvadain,WR,206,CLE,24.0,59.8,3.99,-77.0,1,,13,1,gage larvadain,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
510,Trey Sermon,RB,133,PIT,27.0,59.9,4.13,-75.4,1,,26,3,trey sermon,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
511,Brock Wright,TE,101,DET,27.0,60.2,4.01,-53.4,1,,28,3,brock wright,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
512,Parris Campbell,WR,207,DAL,28.0,60.3,4.02,-76.5,1,,15,3,parris campbell,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
513,Cedrick Wilson Jr.,WR,208,MIA,30.0,54.4,3.63,-82.4,1,,30,3,cedrick wilson,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
514,Grant Calcaterra,TE,102,PHI,27.0,54.4,3.63,-59.2,1,,27,3,grant calcaterra,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
515,Will Shipley,RB,134,PHI,23.0,54.5,3.76,-80.8,1,,27,2,will shipley,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
516,Jalin Hyatt,WR,209,NYG,24.0,55.2,3.68,-81.6,1,Questionable,29,3,jalin hyatt,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
517,Hunter Luepke,RB,135,DAL,,55.2,3.81,-80.1,1,,38,3,hunter luepke,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
518,Patrick Ricard,RB,136,BAL,,55.4,3.82,-79.9,1,,21,3,patrick ricard,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
519,Josh Whyle,TE,103,GB,26.0,55.8,3.72,-57.8,1,,30,3,josh whyle,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
520,River Cracraft,WR,210,WAS,31.0,56.0,3.73,-80.8,1,,13,3,river cracraft,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
521,Sione Vaki,RB,137,DET,25.0,56.6,3.9,-78.7,1,Questionable,17,2,sione vaki,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
522,Elijah Higgins,TE,104,ARI,25.0,56.6,3.77,-57.0,1,,43,3,elijah higgins,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
523,Justin Shorter,TE,105,LV,,56.7,3.78,-56.9,1,,4,2,justin shorter,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
524,Giovanni Ricci,TE,106,DET,,56.8,3.79,-56.8,1,,4,2,giovanni ricci,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
525,Hassan Haskins,RB,138,LAC,26.0,57.3,3.95,-78.0,1,,23,2,hassan haskins,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
526,Ronnie Rivers,RB,139,LA,27.0,57.3,3.95,-78.0,1,,21,3,ronnie rivers,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
527,DJ Turner,WR,211,LV,29.0,57.3,3.82,-79.5,1,Questionable,20,3,dj turner,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
528,Chris Brooks,RB,140,GB,26.0,57.7,3.98,-77.6,1,,31,3,chris brooks,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
529,Adam Trautman,TE,107,DEN,29.0,50.7,3.38,-62.9,1,,42,3,adam trautman,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
530,Lucas Krull,TE,108,DEN,28.0,50.8,3.39,-62.8,1,,19,3,lucas krull,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
531,Simi Fehoko,WR,212,ARI,28.0,51.0,3.4,-85.8,1,,15,3,simi fehoko,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
532,LaJohntay Wester,WR,213,BAL,24.0,51.2,3.41,-85.6,1,,14,1,lajohntay wester,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
533,Kameron Johnson,WR,214,TB,24.0,51.3,3.42,-85.5,1,,21,2,kameron johnson,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
534,Mecole Hardman,WR,215,BUF,28.0,51.4,3.43,-85.4,1,,21,3,mecole hardman,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
535,Laquon Treadwell,WR,216,IND,31.0,52.0,3.47,-84.8,1,Questionable,9,2,laquon treadwell,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
536,Xavier Smith,WR,217,LA,28.0,52.2,3.48,-84.6,1,,30,2,xavier smith,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
537,Chase Edmonds,RB,141,WAS,29.0,52.8,3.64,-82.5,1,,16,2,chase edmonds,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
538,Jonathan Mingo,WR,218,DAL,25.0,53.2,3.55,-83.6,1,,34,3,jonathan mingo,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
539,Ben Sims,TE,109,MIN,26.0,53.2,3.55,-60.4,1,Questionable,13,3,ben sims,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
540,Kene Nwangwu,RB,142,NYJ,28.0,53.6,3.7,-81.7,1,,20,3,kene nwangwu,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
541,John FitzPatrick,TE,110,GB,25.0,53.8,3.59,-59.8,1,Questionable,15,3,john fitzpatrick,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
542,Cade Stover,TE,111,HOU,26.0,53.8,3.59,-59.8,1,,20,2,cade stover,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
543,Tyler Goodson,RB,143,IND,25.0,54.1,3.73,-81.2,1,,30,3,tyler goodson,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
544,Tip Reiman,TE,112,ARI,24.0,54.2,3.61,-59.4,1,PUP,11,2,tip reiman,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
545,Trayveon Williams,RB,144,CLE,28.0,46.4,3.2,-88.9,1,,27,3,trayveon williams,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
546,Ameer Abdullah,RB,145,IND,33.0,46.5,3.21,-88.8,1,,44,3,ameer abdullah,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
547,Eric Gray,RB,146,NYG,26.0,46.8,3.23,-88.5,1,,25,3,eric gray,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
548,Tim Jones,WR,219,JAX,28.0,46.9,3.13,-89.9,1,,20,3,tim jones,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
549,Ashton Dulin,WR,220,IND,29.0,47.1,3.14,-89.7,1,,25,2,ashton dulin,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
550,Jake Bobo,WR,221,SEA,28.0,47.4,3.16,-89.4,1,,31,3,jake bobo,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
551,Will Mallory,TE,113,IND,27.0,47.6,3.17,-66.0,1,,19,3,will mallory,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
552,Jeremy Ruckert,TE,114,NYJ,26.0,48.0,3.2,-65.6,1,,38,3,jeremy ruckert,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
553,Mason Kinsey,WR,222,TEN,27.0,48.2,3.21,-88.6,1,,18,3,mason kinsey,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
554,Tylan Wallace,WR,223,BAL,27.0,48.3,3.22,-88.5,1,,29,3,tylan wallace,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
555,Gunner Olszewski,WR,224,NYG,,48.4,3.23,-88.4,1,,28,2,gunner olszewski,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
556,Dareke Young,WR,225,SEA,27.0,48.8,3.25,-88.0,1,,16,3,dareke young,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
557,Stone Smartt,TE,115,NYJ,27.0,49.4,3.29,-64.2,1,,27,3,stone smartt,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
558,Tanner Conner,TE,116,MIA,28.0,49.8,3.32,-63.8,1,,12,2,tanner conner,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
559,Nate Adkins,TE,117,DEN,27.0,50.1,3.34,-63.5,1,,26,3,nate adkins,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
560,Charlie Kolar,TE,118,BAL,27.0,50.2,3.35,-63.4,1,,32,3,charlie kolar,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
561,Ian Thomas,TE,119,LV,30.0,43.2,2.88,-70.4,1,,20,3,ian thomas,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
562,Steven Sims,WR,226,ARI,28.0,43.4,2.89,-93.4,1,,15,3,steven sims,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
563,D'Ernest Johnson,RB,147,NE,29.0,43.8,3.02,-91.5,1,,33,3,dernest johnson,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
564,Alex Bachman,WR,227,LV,29.0,43.8,2.92,-93.0,1,,16,2,alex bachman,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
565,Myles Price,WR,228,MIN,24.0,44.0,2.93,-92.8,1,,16,1,myles price,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
566,Dee Eskridge,WR,229,MIA,28.0,44.0,2.93,-92.8,1,,20,3,dee eskridge,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
567,Julius Chestnut,RB,148,TEN,25.0,44.1,3.04,-91.2,1,,29,3,julius chestnut,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
568,Nikko Remigio,WR,230,KC,26.0,44.2,2.95,-92.6,1,,19,2,nikko remigio,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
569,Cameron Latu,TE,120,PHI,26.0,44.6,2.97,-69.0,1,,10,1,cameron latu,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
570,David Martin-Robinson,TE,121,TEN,26.0,44.8,2.99,-68.8,1,,15,2,david martin robinson,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
571,Craig Reynolds,RB,149,DET,29.0,45.2,3.12,-90.1,1,Questionable,25,3,craig reynolds,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
572,Tucker Fisk,TE,122,LAC,27.0,45.2,3.01,-68.4,1,,13,3,tucker fisk,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
573,Luke Schoonmaker,TE,123,DAL,27.0,45.3,3.02,-68.3,1,,38,3,luke schoonmaker,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
574,Anthony Gould,WR,231,IND,25.0,45.4,3.03,-91.4,1,,19,2,anthony gould,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
575,Braxton Berrios,WR,232,HOU,30.0,45.6,3.04,-91.2,1,,26,3,braxton berrios,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
576,Avery Williams,RB,150,NYJ,27.0,46.1,3.18,-89.2,1,,18,2,avery williams,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
577,Skyy Moore,WR,233,SF,25.0,42.9,2.86,-93.9,1,,33,3,skyy moore,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
578,Jamal Agnew,WR,234,ATL,30.0,34.8,2.32,-102.0,1,Questionable,22,2,jamal agnew,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
579,Kylen Granson,TE,124,PHI,28.0,35.0,2.33,-78.6,1,,43,3,kylen granson,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
580,Britain Covey,WR,235,PHI,29.0,35.6,2.37,-101.2,1,Questionable,26,3,britain covey,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
581,Ko Kieft,TE,125,TB,28.0,35.7,2.38,-77.9,1,,15,3,ko kieft,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
582,Geno Smith,QB,72,LV,35.0,160.0,10.32,-96.2,1,,47,3,geno smith,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
583,Brett Rypien,QB,73,CIN,29.0,161.2,10.4,-95.0,1,,3,2,brett rypien,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
584,Brady Cook,QB,74,NYJ,24.0,161.5,10.42,-94.7,1,,5,1,brady cook,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
585,Dillon Gabriel,QB,75,CLE,25.0,164.0,10.58,-92.2,1,,10,1,dillon gabriel,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
586,Cam Ward,QB,76,TEN,24.0,166.5,10.74,-89.7,3,,17,1,cam ward,179.9,3,yahoo,,False,True,0,True,False,0,3,,,0.0,0
587,Jake Browning,QB,77,CIN,30.0,166.9,10.77,-89.3,1,Questionable,16,3,jake browning,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
588,Davis Mills,QB,78,HOU,27.0,167.1,10.78,-89.1,1,,15,3,davis mills,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
589,Tyler Huntley,QB,79,BAL,28.0,167.2,10.79,-89.0,1,,15,3,tyler huntley,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
590,Russell Wilson,QB,80,NYG,37.0,167.6,10.81,-88.6,1,,32,3,russell wilson,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
591,Aaron Rodgers,QB,81,PIT,42.0,168.8,10.89,-87.4,1,,34,3,aaron rodgers,,1,curve,,False,False,0,False,True,0,1,25.0,30.0,0.0,0
592,DeAndre Carter,WR,236,CLE,32.0,26.1,1.74,-110.7,1,,34,3,deandre carter,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
593,Brevyn Spann-Ford,TE,126,DAL,26.0,39.6,2.64,-74.0,1,,27,2,brevyn spann ford,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
594,Colson Yankoff,TE,127,WAS,26.0,40.0,2.67,-73.6,1,,14,2,colson yankoff,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
595,Blake Whiteheart,TE,128,CLE,26.0,40.4,2.69,-73.2,1,,16,2,blake whiteheart,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
596,Jack Stoll,TE,129,NO,28.0,40.6,2.71,-73.0,1,,20,3,jack stoll,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
597,Brayden Willis,TE,130,SF,26.0,40.8,2.72,-72.8,1,,12,3,brayden willis,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
598,Trent Sherfield,WR,237,ARI,30.0,41.2,2.75,-95.6,1,,28,3,trent sherfield,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
599,Mo Alie-Cox,TE,131,IND,32.0,41.7,2.78,-71.9,1,,37,3,mo alie cox,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
600,Quintin Morris,TE,132,JAX,27.0,41.8,2.79,-71.8,1,,23,3,quintin morris,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
601,Ross Dwelley,TE,133,DET,30.0,41.8,2.79,-71.8,1,,10,3,ross dwelley,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
602,Dylan Laube,RB,151,LV,26.0,42.3,2.92,-93.0,1,,23,2,dylan laube,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
603,Velus Jones Jr.,WR,238,SEA,29.0,42.4,2.83,-94.4,1,,20,3,velus jones,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
604,Deven Thompkins,WR,239,ATL,26.0,42.6,2.84,-94.2,1,,29,3,deven thompkins,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
605,Payne Durham,TE,134,TB,26.0,42.9,2.86,-70.7,1,,22,3,payne durham,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
606,Drew Sample,TE,135,CIN,30.0,42.9,2.86,-70.7,1,,37,3,drew sample,,1,curve,,False,False,0,False,True,0,1,,,0.0,0
607,Austin Trammell,WR,240,JAX,28.0,42.9,2.86,-93.9,1,,22,3,austin trammell,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
608,Marcedes Lewis,TE,136,DEN,41.0,28.5,1.9,-85.1,1,,12,3,marcedes lewis,,1,curve,,False,False,0,True,True,0,1,,,0.0,0
